"","spam","to_multiple","from","cc","sent_email","image","attach","dollar","winner","inherit","password","num_char","line_breaks","format","re_subj","exclaim_subj","urgent_subj","exclaim_mess","number"
"2104",0,"yes","yes","no","no","no","no","no","no","no","no",1.033,26,"Plain","no","no","no",0,"none"
"2105",0,"no","yes","no","no","no","no","no","no","no","no",3.708,75,"HTML","no","no","no",1,"small"
"2106",0,"no","yes","no","no","no","no","no","no","no","no",9.383,176,"HTML","no","no","no",3,"small"
"2107",0,"no","yes","no","no","no","no","no","no","no","no",2.432,55,"HTML","no","no","no",6,"none"
"2108",0,"no","yes","no","no","no","no","yes","no","no","no",0.592,17,"Plain","no","no","no",0,"small"
"2109",0,"no","yes","no","no","no","no","yes","no","yes","no",8.651,198,"HTML","no","no","no",5,"small"
"2110",0,"no","yes","no","no","no","no","no","no","no","yes",1.422,36,"HTML","no","yes","no",1,"none"
"2111",0,"no","yes","no","no","no","no","no","no","no","no",9.929,200,"HTML","no","no","no",32,"small"
"2112",0,"no","yes","no","no","no","no","no","no","no","no",27.884,682,"HTML","no","no","no",1,"small"
"2113",0,"no","yes","no","no","no","no","no","no","no","no",7.521,126,"HTML","no","no","no",1,"small"
"2114",0,"no","yes","no","yes","no","no","yes","no","no","no",28.441,907,"HTML","no","no","no",8,"big"
"2115",0,"no","yes","no","no","no","no","no","no","no","no",26.586,662,"HTML","no","no","no",1,"small"
"2116",0,"yes","yes","yes","yes","yes","yes","no","no","no","no",6.428,206,"HTML","no","no","no",10,"small"
"2117",0,"no","yes","no","no","no","no","no","no","no","no",27.723,682,"HTML","no","no","no",1,"small"
"2118",0,"no","yes","no","no","no","no","no","no","no","no",29.643,715,"HTML","no","no","no",2,"small"
"2119",0,"no","yes","no","no","no","no","no","no","no","no",31.042,740,"HTML","no","no","no",2,"small"
"2120",0,"yes","yes","no","no","no","no","no","no","no","no",10.786,231,"HTML","yes","no","no",7,"small"
"2121",0,"no","yes","no","no","no","no","no","no","no","yes",1.999,42,"Plain","no","no","no",1,"small"
"2122",0,"no","yes","no","no","no","no","yes","no","yes","no",17.796,356,"HTML","no","no","no",17,"small"
"2123",0,"no","yes","no","no","no","no","no","no","no","no",9.603,196,"HTML","no","no","no",31,"small"
"2124",0,"no","yes","no","no","no","no","no","no","no","no",25.46,513,"HTML","no","no","no",0,"small"
"2125",0,"no","yes","no","no","no","no","yes","no","no","no",8.691,304,"HTML","no","no","no",2,"small"
"2126",0,"yes","yes","yes","yes","no","no","no","no","no","no",10.747,264,"HTML","yes","no","no",4,"small"
"2127",0,"no","yes","no","yes","no","no","no","no","no","no",12.862,326,"HTML","yes","no","no",2,"small"
"2128",0,"no","yes","no","yes","no","yes","no","no","no","no",5.778,146,"HTML","no","no","no",0,"small"
"2129",0,"no","yes","no","yes","no","no","yes","no","no","no",8.12,208,"HTML","yes","no","no",10,"small"
"2130",0,"no","yes","no","yes","no","no","yes","no","no","no",2.317,53,"HTML","yes","no","no",0,"small"
"2131",0,"yes","yes","no","no","no","no","no","no","no","no",10.383,137,"Plain","no","no","no",0,"small"
"2132",0,"no","yes","yes","yes","no","yes","no","no","no","no",12.531,300,"HTML","yes","no","no",4,"big"
"2133",0,"no","yes","no","no","no","no","yes","no","no","no",9.246,146,"HTML","no","yes","no",8,"small"
"2134",0,"no","yes","no","no","no","no","no","no","no","no",0.72,17,"Plain","no","no","no",2,"small"
"2135",0,"yes","yes","no","no","no","no","no","no","no","no",0.623,25,"Plain","no","no","no",0,"none"
"2136",0,"no","yes","no","no","no","no","no","no","no","no",24.518,625,"HTML","no","no","no",1,"small"
"2137",0,"no","yes","no","no","no","no","no","no","no","no",24.751,630,"HTML","no","no","no",2,"small"
"2138",0,"no","yes","no","no","no","no","no","no","no","no",3.856,81,"HTML","no","no","no",0,"small"
"2139",0,"no","yes","no","no","no","no","no","no","no","no",17.429,320,"HTML","no","no","no",4,"big"
"2140",0,"no","yes","no","no","no","no","yes","no","yes","no",17.383,353,"HTML","no","no","no",17,"small"
"2141",0,"no","yes","no","no","no","no","no","no","no","no",25.131,634,"HTML","no","no","no",1,"small"
"2142",0,"no","yes","no","yes","no","no","no","no","no","no",2.855,63,"HTML","yes","no","no",0,"small"
"2143",0,"no","yes","no","yes","no","no","no","no","no","no",1.3,26,"HTML","no","no","no",0,"none"
"2144",0,"no","yes","yes","yes","no","no","no","no","no","no",13.629,341,"HTML","yes","no","no",6,"small"
"2145",0,"no","yes","no","no","no","no","no","no","no","no",7.284,135,"HTML","no","no","no",0,"big"
"2146",0,"no","yes","no","no","no","no","no","no","no","no",24.681,626,"HTML","no","no","no",1,"small"
"2147",0,"no","yes","yes","no","no","no","no","no","no","no",2.883,93,"Plain","yes","no","no",0,"small"
"2148",0,"no","yes","yes","yes","no","no","no","no","no","no",15.588,390,"HTML","yes","no","no",6,"big"
"2149",0,"no","yes","no","no","no","no","no","no","no","no",26.175,656,"HTML","no","no","no",1,"small"
"2150",0,"no","yes","no","no","no","no","yes","no","no","no",24.904,632,"HTML","no","no","no",1,"small"
"2151",0,"no","yes","no","no","no","no","yes","no","no","no",26.687,663,"HTML","no","no","no",1,"small"
"2152",0,"no","yes","yes","no","no","no","no","no","no","no",14.526,316,"HTML","yes","no","no",0,"big"
"2153",0,"no","yes","yes","no","no","no","no","no","no","no",6.282,227,"Plain","yes","no","no",0,"small"
"2154",0,"yes","yes","no","no","no","no","no","no","no","no",5.242,56,"Plain","no","no","no",0,"small"
"2155",0,"no","yes","yes","no","no","no","no","no","no","no",4.001,132,"Plain","yes","no","no",0,"small"
"2156",0,"no","yes","no","no","no","no","no","no","no","no",2.375,50,"Plain","yes","no","no",0,"small"
"2157",0,"no","yes","no","no","no","no","yes","yes","no","no",25.588,282,"HTML","no","yes","no",8,"small"
"2158",0,"no","yes","no","no","no","no","no","no","no","no",29.098,704,"HTML","no","no","no",1,"small"
"2159",0,"no","yes","no","no","no","no","no","no","no","no",0.667,9,"HTML","no","no","no",0,"none"
"2160",0,"no","yes","no","no","no","no","no","no","no","no",16.573,309,"HTML","no","no","no",4,"small"
"2161",0,"no","yes","yes","no","no","no","no","no","no","no",0.397,14,"Plain","yes","no","no",0,"small"
"2162",0,"no","yes","yes","yes","no","no","no","no","no","no",10.103,279,"HTML","yes","no","no",8,"small"
"2163",0,"no","yes","no","no","no","no","no","no","no","no",24.503,623,"HTML","no","no","no",1,"small"
"2164",0,"no","yes","no","no","no","no","no","no","no","no",25.894,650,"HTML","no","no","no",1,"small"
"2165",0,"no","yes","no","no","no","no","no","no","no","no",24.889,629,"HTML","no","no","no",2,"small"
"2166",0,"no","yes","no","no","no","no","no","no","no","no",0.693,25,"HTML","no","no","no",2,"small"
"2167",0,"no","yes","no","no","no","no","no","no","no","no",1.643,18,"HTML","no","no","no",0,"none"
"2168",0,"no","yes","no","no","no","no","no","no","no","no",3.889,84,"HTML","no","no","no",0,"small"
"2169",0,"no","yes","no","no","no","no","yes","no","yes","no",17.603,356,"HTML","no","no","no",17,"small"
"2170",0,"yes","yes","no","no","no","no","no","no","no","no",7.485,89,"Plain","no","no","no",0,"small"
"2171",0,"yes","yes","no","yes","no","yes","yes","no","no","no",7.721,164,"HTML","no","no","no",5,"small"
"2172",0,"no","yes","no","yes","no","no","no","no","no","no",16.593,435,"HTML","no","no","no",10,"small"
"2173",0,"no","yes","no","yes","no","no","no","no","no","no",2.5,61,"HTML","yes","no","no",0,"small"
"2174",0,"no","yes","no","no","no","no","no","no","no","no",2.061,73,"HTML","no","no","no",1,"small"
"2175",0,"no","yes","no","no","no","no","no","no","no","no",6.19,129,"HTML","no","no","no",1,"small"
"2176",0,"yes","yes","no","no","no","no","no","no","no","no",5.246,56,"Plain","no","no","no",0,"small"
"2177",0,"no","yes","no","yes","no","no","no","no","no","no",2.928,79,"HTML","yes","no","no",4,"small"
"2178",0,"yes","yes","no","no","no","no","no","no","no","no",3.618,49,"Plain","no","no","no",0,"none"
"2179",0,"no","yes","no","no","no","no","no","no","no","no",2.984,28,"HTML","no","no","no",3,"small"
"2180",0,"no","yes","no","yes","no","no","no","no","no","no",11.91,312,"HTML","no","no","no",9,"big"
"2181",0,"no","yes","no","no","no","no","no","no","no","no",24.58,626,"HTML","no","no","no",1,"small"
"2182",0,"yes","yes","no","no","yes","yes","no","no","no","no",1.888,35,"Plain","no","no","no",0,"none"
"2183",0,"yes","yes","no","no","no","no","no","no","no","no",11.24,159,"Plain","no","no","no",0,"small"
"2184",0,"no","yes","no","no","no","no","no","no","no","no",3.746,98,"HTML","no","no","no",0,"small"
"2185",0,"no","yes","yes","yes","no","no","no","no","no","no",16.51,428,"HTML","yes","no","no",10,"small"
"2186",0,"no","yes","no","yes","no","no","no","no","no","no",4.047,98,"HTML","yes","no","no",6,"small"
"2187",0,"yes","yes","no","no","no","no","no","no","no","no",0.741,27,"Plain","no","no","no",0,"none"
"2188",0,"no","yes","no","yes","no","no","no","no","no","no",5.389,136,"HTML","yes","no","no",0,"small"
"2189",0,"no","yes","no","yes","no","no","no","no","no","no",16.925,382,"HTML","no","no","no",20,"big"
"2190",0,"no","yes","no","yes","no","no","no","no","no","no",11.78,348,"HTML","yes","no","no",8,"small"
"2191",0,"no","yes","no","yes","no","no","no","no","no","no",5.506,170,"HTML","yes","no","no",14,"small"
"2192",0,"no","yes","no","no","no","no","no","no","no","no",0.361,15,"Plain","no","no","no",0,"none"
"2193",0,"no","yes","no","yes","no","no","no","no","no","no",1.225,45,"Plain","yes","no","no",0,"small"
"2194",0,"yes","yes","no","yes","no","no","no","no","no","no",5.462,122,"HTML","no","no","no",5,"small"
"2195",0,"no","yes","yes","yes","no","no","no","no","no","no",7.912,179,"HTML","yes","no","no",4,"big"
"2196",0,"no","yes","yes","yes","no","yes","no","no","no","no",11.569,260,"HTML","yes","no","no",7,"small"
"2197",0,"no","yes","no","no","no","no","no","no","no","no",5.895,148,"HTML","no","no","no",9,"small"
"2198",0,"no","yes","yes","no","no","no","no","no","no","no",8.267,195,"HTML","yes","no","no",8,"small"
"2199",0,"no","yes","yes","no","no","no","no","no","no","no",11.151,276,"HTML","yes","no","no",13,"small"
"2200",0,"no","yes","no","yes","no","no","no","no","no","no",2.148,54,"Plain","yes","no","no",0,"small"
"2201",0,"no","yes","yes","no","no","no","no","no","no","no",10.914,294,"HTML","yes","no","no",8,"small"
"2202",0,"no","yes","yes","no","no","no","no","no","no","no",15.586,376,"HTML","yes","no","no",13,"small"
"2203",0,"no","yes","no","yes","no","no","no","no","no","no",14.42,417,"HTML","yes","no","no",10,"small"
"2204",0,"no","yes","no","yes","no","no","no","no","no","no",18.172,551,"HTML","yes","no","no",12,"small"
"2205",0,"no","yes","yes","no","no","no","no","no","no","no",13.704,340,"HTML","yes","no","no",8,"small"
"2206",0,"no","yes","no","yes","no","no","no","no","no","no",5.227,124,"Plain","yes","no","no",1,"small"
"2207",0,"no","yes","yes","no","no","no","no","no","no","no",19.395,482,"HTML","yes","no","no",13,"small"
"2208",0,"no","yes","yes","yes","no","no","no","no","no","no",23.519,515,"HTML","yes","no","no",13,"small"
"2209",0,"no","yes","yes","yes","no","no","no","no","no","no",23.466,552,"HTML","yes","no","no",12,"big"
"2210",0,"no","yes","no","yes","no","no","no","no","no","yes",4.033,59,"HTML","yes","no","no",0,"big"
"2211",0,"yes","yes","yes","no","yes","yes","no","no","no","no",25.254,812,"HTML","no","no","no",31,"big"
"2212",0,"yes","yes","yes","no","yes","yes","no","no","no","no",29.007,926,"HTML","yes","no","no",33,"big"
"2213",0,"no","yes","no","yes","no","no","no","no","no","no",8.879,203,"Plain","yes","no","no",2,"small"
"2214",0,"no","yes","no","yes","no","no","no","no","no","no",1.583,38,"HTML","no","no","no",0,"small"
"2215",0,"no","yes","no","no","no","yes","no","no","no","no",19.437,253,"HTML","no","no","no",0,"small"
"2216",0,"no","yes","no","yes","no","no","no","no","no","yes",6.89,129,"HTML","yes","no","no",6,"big"
"2217",0,"yes","yes","no","yes","no","no","no","no","no","no",0.963,20,"Plain","no","no","no",0,"none"
"2218",0,"no","yes","yes","yes","no","no","no","no","no","no",26.217,633,"HTML","yes","no","no",14,"big"
"2219",0,"yes","yes","yes","no","no","no","no","no","no","no",0.661,12,"Plain","no","no","no",0,"none"
"2220",0,"yes","yes","no","no","no","no","no","no","no","yes",1.982,49,"Plain","no","no","no",0,"none"
"2221",0,"yes","yes","no","no","no","yes","no","no","no","no",1.275,23,"Plain","no","no","no",0,"none"
"2222",0,"yes","yes","yes","yes","no","no","no","no","no","no",31.113,720,"HTML","yes","no","no",21,"small"
"2223",0,"no","yes","no","no","no","no","no","no","no","no",4.742,167,"HTML","no","no","no",5,"big"
"2224",0,"no","yes","yes","yes","no","no","no","no","no","no",0.781,28,"HTML","yes","no","no",0,"small"
"2225",0,"no","yes","no","yes","no","no","no","no","no","no",5.727,139,"HTML","yes","no","no",0,"small"
"2226",0,"yes","yes","no","no","no","no","no","no","no","no",12.987,168,"Plain","no","no","no",0,"small"
"2227",0,"no","yes","yes","yes","yes","yes","no","no","no","no",30.279,983,"HTML","yes","no","no",31,"big"
"2228",0,"no","yes","no","no","no","no","yes","no","no","no",9.692,152,"HTML","no","yes","no",10,"small"
"2229",0,"no","yes","no","yes","no","no","no","no","no","no",0.417,20,"Plain","no","no","no",0,"small"
"2230",0,"no","yes","no","no","no","no","no","no","no","no",64.202,1139,"HTML","no","no","no",96,"big"
"2231",0,"no","yes","no","yes","no","no","no","no","no","no",1.69,47,"Plain","no","no","no",1,"small"
"2232",0,"no","yes","no","no","no","no","no","no","no","no",4.659,104,"HTML","no","no","no",0,"small"
"2233",0,"no","yes","no","no","no","no","no","no","no","no",23.352,782,"HTML","no","no","no",5,"small"
"2234",0,"no","yes","no","no","no","no","yes","no","yes","no",23.612,455,"HTML","no","no","no",25,"small"
"2235",0,"no","yes","no","no","no","no","no","no","no","no",8.645,184,"HTML","no","no","no",0,"small"
"2236",0,"yes","yes","yes","yes","no","no","no","no","no","no",1.027,21,"Plain","yes","no","no",0,"none"
"2237",0,"yes","yes","no","yes","no","no","yes","no","no","no",31.398,652,"HTML","no","no","no",5,"small"
"2238",0,"yes","yes","no","no","no","no","no","no","no","no",5.574,61,"Plain","no","no","no",0,"small"
"2239",0,"no","yes","no","yes","no","no","no","no","no","no",1.122,32,"HTML","yes","no","no",0,"small"
"2240",0,"no","yes","no","yes","no","no","no","no","no","no",7.777,237,"HTML","yes","no","no",20,"small"
"2241",0,"no","yes","no","no","no","no","yes","no","no","no",9.027,148,"HTML","no","yes","no",18,"small"
"2242",0,"no","yes","no","no","no","no","no","no","no","no",0.083,6,"Plain","no","no","no",0,"none"
"2243",0,"no","yes","no","no","yes","yes","no","no","no","no",16.28,396,"HTML","no","no","no",9,"small"
"2244",0,"yes","yes","no","no","no","yes","no","no","no","no",0.822,40,"Plain","no","no","no",0,"small"
"2245",0,"yes","yes","no","no","no","no","no","no","no","no",33.343,436,"Plain","no","no","no",0,"big"
"2246",0,"no","yes","no","yes","no","no","no","no","no","yes",24.474,601,"HTML","yes","no","no",6,"small"
"2247",0,"no","yes","no","no","yes","yes","yes","no","no","no",28.468,575,"HTML","no","no","no",0,"small"
"2248",0,"no","yes","no","yes","no","no","no","no","no","no",0.286,11,"Plain","no","no","no",4,"none"
"2249",0,"no","yes","no","yes","no","no","no","no","no","no",0.325,10,"HTML","no","no","no",0,"none"
"2250",0,"no","yes","no","yes","no","no","no","no","no","no",9.129,232,"HTML","yes","no","no",0,"small"
"2251",0,"no","yes","no","yes","no","no","no","no","no","no",1.926,56,"HTML","yes","no","no",2,"small"
"2252",0,"no","yes","no","no","no","no","yes","no","no","no",64.401,1167,"HTML","no","no","no",13,"small"
"2253",0,"no","yes","no","yes","no","no","no","no","no","no",2.11,44,"Plain","yes","no","no",0,"small"
"2254",0,"no","yes","no","no","no","no","no","no","no","no",7.441,147,"HTML","no","no","no",0,"big"
"2255",0,"no","yes","no","yes","no","no","no","no","no","no",11.778,323,"HTML","yes","no","no",0,"small"
"2256",0,"no","yes","no","no","no","no","no","no","no","no",1.698,41,"HTML","no","no","no",2,"none"
"2257",0,"no","yes","no","yes","no","no","no","no","no","no",0.008,3,"Plain","no","no","no",0,"none"
"2258",0,"no","yes","no","yes","no","no","no","no","no","no",0.272,13,"Plain","yes","no","no",0,"small"
"2259",0,"no","yes","no","yes","no","no","no","no","no","no",1.524,48,"HTML","yes","no","no",2,"small"
"2260",0,"no","yes","no","no","no","no","no","no","no","no",31.707,609,"HTML","no","no","no",9,"small"
"2261",0,"no","yes","yes","yes","no","no","no","no","no","no",22.189,699,"HTML","yes","no","no",16,"small"
"2262",0,"yes","yes","no","yes","no","no","yes","no","no","no",28.651,605,"HTML","no","no","no",2,"big"
"2263",0,"no","yes","no","yes","no","no","no","no","no","no",1.692,41,"HTML","yes","no","no",0,"small"
"2264",0,"no","yes","no","no","no","no","no","no","no","no",1.096,26,"Plain","no","no","no",0,"small"
"2265",0,"no","yes","no","no","no","no","no","no","no","yes",1.222,35,"Plain","no","no","no",1,"none"
"2266",0,"no","yes","no","yes","no","no","no","no","no","no",11.545,325,"HTML","yes","no","no",5,"small"
"2267",0,"no","yes","no","no","no","no","no","no","no","no",3.89,100,"HTML","no","no","no",2,"small"
"2268",0,"yes","yes","no","no","no","no","no","no","no","no",0.298,12,"Plain","no","no","no",0,"small"
"2269",0,"no","yes","yes","no","no","no","no","no","no","no",16.779,396,"HTML","yes","no","no",8,"big"
"2270",0,"no","yes","no","no","no","no","no","no","no","no",1.11,48,"Plain","yes","no","no",2,"small"
"2271",0,"no","yes","yes","no","no","no","no","no","no","no",22.929,570,"HTML","yes","no","no",13,"small"
"2272",0,"no","yes","no","yes","no","no","no","no","no","no",0.522,13,"Plain","yes","no","no",2,"none"
"2273",0,"no","yes","no","no","no","no","no","no","no","no",1.991,44,"HTML","no","no","no",0,"small"
"2274",0,"no","yes","yes","no","no","no","yes","no","no","no",14.271,255,"Plain","yes","no","no",1,"small"
"2275",0,"no","yes","no","yes","no","no","no","no","no","yes",29.932,766,"HTML","yes","no","no",8,"small"
"2276",0,"no","yes","no","yes","no","no","no","no","no","no",0.088,6,"Plain","yes","no","no",2,"none"
"2277",0,"no","yes","no","no","no","no","no","no","no","no",31.53,502,"HTML","no","no","no",25,"small"
"2278",0,"no","yes","no","no","no","no","yes","no","no","no",11.542,165,"HTML","no","yes","no",12,"small"
"2279",0,"no","yes","no","no","no","no","no","no","no","no",12.833,173,"HTML","no","no","no",1,"small"
"2280",0,"no","yes","no","no","no","no","no","no","no","no",1.257,18,"HTML","no","no","no",0,"small"
"2281",0,"no","yes","yes","yes","no","no","yes","no","no","no",30.984,723,"HTML","yes","no","no",2,"big"
"2282",0,"no","yes","no","no","no","no","yes","no","no","no",0.969,14,"HTML","no","no","no",0,"small"
"2283",0,"no","yes","no","no","no","no","no","no","no","no",7.484,185,"HTML","no","no","no",0,"small"
"2284",0,"no","yes","no","no","no","no","yes","no","yes","no",23.277,457,"HTML","no","no","no",25,"small"
"2285",0,"no","yes","no","no","no","no","no","no","no","no",9.479,192,"HTML","no","no","no",30,"small"
"2286",0,"no","yes","no","no","no","no","no","no","no","no",11.836,126,"HTML","no","no","no",2,"big"
"2287",0,"no","yes","no","yes","no","no","yes","no","no","no",0.39,16,"Plain","yes","no","no",1,"small"
"2288",0,"yes","yes","no","no","no","no","no","no","no","no",6.737,153,"HTML","no","no","no",5,"small"
"2289",0,"no","yes","yes","no","no","no","no","no","no","no",2.258,81,"HTML","yes","no","no",0,"small"
"2290",0,"no","yes","yes","yes","no","no","yes","no","no","no",34.781,876,"HTML","yes","no","no",2,"big"
"2291",0,"no","yes","no","no","no","no","yes","no","no","no",3.387,77,"Plain","no","no","no",0,"small"
"2292",0,"no","yes","no","no","no","no","no","no","no","no",20.184,510,"HTML","no","no","no",46,"small"
"2293",0,"yes","yes","no","no","no","no","no","no","no","no",6.212,147,"HTML","yes","no","no",3,"small"
"2294",0,"yes","yes","no","no","no","no","no","no","no","no",5.567,61,"Plain","no","no","no",0,"small"
"2295",0,"yes","yes","no","no","no","no","no","no","no","no",0.982,22,"Plain","no","yes","no",0,"small"
"2296",0,"no","yes","no","yes","no","no","no","no","no","no",0.209,9,"HTML","no","no","no",0,"none"
"2297",0,"no","yes","yes","no","no","no","no","no","no","no",3.814,69,"Plain","yes","no","no",0,"small"
"2298",0,"no","yes","no","no","no","no","no","no","no","no",9.763,241,"HTML","no","no","no",3,"big"
"2299",0,"no","yes","yes","no","no","no","no","no","no","no",1.025,19,"HTML","no","no","no",0,"none"
"2300",0,"no","yes","no","no","no","no","no","no","no","no",0.961,32,"Plain","yes","no","no",1,"small"
"2301",0,"yes","yes","no","no","no","no","no","no","no","no",18.353,236,"Plain","no","no","no",0,"small"
"2302",0,"no","yes","no","no","no","no","no","no","no","no",3.831,101,"HTML","no","no","no",1,"small"
"2303",0,"yes","yes","no","no","yes","yes","no","no","no","no",10.865,215,"HTML","no","no","no",0,"small"
"2304",0,"no","yes","no","no","no","no","yes","no","no","no",77.784,794,"HTML","no","no","no",7,"small"
"2305",0,"no","yes","no","no","no","no","no","no","no","no",20.16,424,"HTML","no","no","no",15,"big"
"2306",0,"yes","yes","no","no","no","no","no","no","no","no",3.233,48,"Plain","no","yes","no",2,"small"
"2307",0,"no","yes","no","yes","no","no","yes","no","no","no",0.42,18,"Plain","yes","no","no",0,"small"
"2308",0,"no","yes","no","no","no","no","no","no","no","no",26.888,664,"HTML","no","no","no",1,"small"
"2309",0,"no","yes","no","no","no","no","yes","no","no","no",9.887,181,"HTML","no","no","no",0,"big"
"2310",0,"no","yes","no","yes","no","no","no","no","no","no",1.426,40,"Plain","no","no","no",2,"small"
"2311",0,"no","yes","no","no","no","no","yes","no","no","no",2.01,35,"HTML","no","no","no",1,"small"
"2312",0,"no","yes","no","no","no","no","no","no","no","no",8.002,142,"HTML","no","no","no",8,"small"
"2313",0,"no","yes","no","no","no","no","no","no","no","no",10.19,138,"HTML","no","no","no",1,"small"
"2314",0,"no","yes","no","no","no","no","no","no","no","no",5.801,149,"HTML","no","no","no",0,"small"
"2315",0,"no","yes","no","no","no","no","no","no","no","no",79.415,1167,"HTML","no","no","no",1,"small"
"2316",0,"no","yes","no","no","no","no","yes","no","no","yes",42.432,1093,"HTML","no","no","no",42,"small"
"2317",0,"no","yes","no","no","no","no","yes","no","yes","no",17.654,355,"HTML","no","no","no",17,"small"
"2318",0,"no","yes","no","no","no","no","no","no","no","no",18.459,382,"HTML","no","no","no",0,"small"
"2319",0,"no","yes","no","no","no","no","no","no","no","no",9.803,200,"HTML","no","no","no",32,"small"
"2320",0,"no","yes","no","no","no","no","no","no","no","no",41.107,539,"HTML","no","no","no",14,"small"
"2321",0,"yes","yes","yes","yes","yes","yes","no","no","no","no",9.973,229,"HTML","no","no","no",8,"small"
"2322",0,"no","yes","no","yes","no","no","no","no","no","no",1.443,44,"HTML","yes","no","no",2,"small"
"2323",0,"no","yes","no","no","no","no","no","no","no","no",33.953,794,"HTML","no","no","no",1,"small"
"2324",0,"no","yes","no","no","no","no","no","no","no","no",7.156,121,"HTML","no","no","no",1,"small"
"2325",0,"no","yes","no","yes","no","no","no","no","no","no",1.532,37,"HTML","yes","no","no",6,"small"
"2326",0,"no","yes","no","yes","no","no","no","no","no","no",0.936,18,"Plain","no","yes","no",2,"none"
"2327",0,"no","yes","no","yes","no","no","yes","no","no","no",40.245,1238,"HTML","yes","no","no",2,"big"
"2328",0,"no","yes","no","no","yes","yes","no","no","no","no",10.286,329,"HTML","no","no","no",7,"small"
"2329",0,"no","yes","no","no","no","no","no","no","no","no",8.057,134,"HTML","no","no","no",1,"small"
"2330",0,"no","yes","no","yes","no","no","no","no","no","no",1.407,31,"HTML","yes","no","no",2,"small"
"2331",0,"no","yes","no","no","no","no","no","no","no","no",7.55,126,"HTML","no","no","no",1,"small"
"2332",0,"yes","yes","no","no","no","yes","yes","no","no","no",10.293,160,"Plain","no","no","no",0,"big"
"2333",0,"no","yes","no","no","yes","yes","no","no","no","no",13.45,258,"HTML","no","no","no",0,"big"
"2334",0,"no","yes","no","no","no","no","no","no","no","no",7.216,157,"HTML","no","no","no",0,"big"
"2335",0,"no","yes","no","no","no","no","yes","no","no","no",14.472,301,"HTML","no","no","no",20,"big"
"2336",0,"no","yes","no","yes","no","no","no","no","no","no",0.287,4,"HTML","no","no","no",0,"none"
"2337",0,"no","yes","yes","no","no","no","no","no","no","no",24.606,611,"HTML","yes","no","no",13,"small"
"2338",0,"no","yes","no","yes","no","no","no","no","no","no",2.161,60,"HTML","yes","no","no",6,"small"
"2339",0,"no","yes","yes","no","no","no","no","no","no","no",22.091,569,"HTML","yes","no","no",12,"big"
"2340",0,"no","yes","no","yes","no","no","no","no","no","no",1.865,40,"HTML","yes","no","no",4,"small"
"2341",0,"no","yes","no","no","no","no","no","no","no","no",0.404,10,"Plain","no","no","no",0,"none"
"2342",0,"no","yes","yes","no","no","yes","no","no","no","no",29.959,739,"HTML","yes","no","no",17,"small"
"2343",0,"yes","yes","no","no","no","no","no","no","no","no",1.189,39,"HTML","no","no","no",0,"small"
"2344",0,"no","yes","no","no","no","no","no","no","no","no",2.851,70,"HTML","no","no","no",0,"big"
"2345",0,"no","yes","no","no","no","no","no","no","no","no",25.293,637,"HTML","no","no","no",1,"small"
"2346",0,"no","yes","no","no","no","no","no","no","no","yes",11.345,169,"HTML","no","no","no",5,"small"
"2347",0,"no","yes","no","no","no","no","no","no","no","no",27.601,678,"HTML","no","no","no",1,"small"
"2348",0,"no","yes","no","no","no","no","no","no","no","no",25.39,640,"HTML","no","no","no",1,"small"
"2349",0,"no","yes","no","no","no","no","no","no","no","no",27.279,675,"HTML","no","no","no",1,"small"
"2350",0,"no","yes","no","no","no","no","yes","no","no","no",26.849,664,"HTML","no","no","no",2,"small"
"2351",0,"yes","yes","no","no","no","no","no","no","no","no",2.342,80,"HTML","no","no","no",1,"small"
"2352",0,"no","yes","no","no","no","no","no","no","no","no",9.928,20,"HTML","no","no","no",6,"big"
"2353",0,"no","yes","no","no","no","no","no","no","no","no",5.531,87,"HTML","no","no","no",2,"small"
"2354",0,"no","yes","no","no","no","no","no","no","no","no",28.131,689,"HTML","no","no","no",1,"small"
"2355",0,"no","yes","no","no","no","no","yes","no","no","no",0.87,23,"Plain","no","no","no",0,"big"
"2356",0,"no","yes","no","no","no","no","no","no","no","no",8.365,17,"HTML","no","no","no",6,"small"
"2357",0,"no","yes","no","no","no","no","no","no","no","no",13.884,399,"HTML","no","no","no",26,"small"
"2358",0,"no","yes","no","no","no","no","no","no","no","no",1.937,50,"HTML","no","no","no",0,"none"
"2359",0,"no","yes","no","no","no","no","no","no","no","no",0.505,12,"Plain","no","no","no",0,"none"
"2360",0,"no","yes","no","no","no","no","yes","no","yes","no",14.563,302,"HTML","no","no","no",13,"small"
"2361",0,"no","yes","no","no","no","no","no","no","no","no",9.952,200,"HTML","no","no","no",32,"small"
"2362",0,"no","yes","no","no","no","no","no","no","no","no",28.101,688,"HTML","no","no","no",1,"small"
"2363",0,"no","yes","no","no","no","no","no","no","no","no",1.536,37,"HTML","no","no","no",2,"big"
"2364",0,"no","yes","no","yes","no","no","no","no","no","no",2.722,44,"HTML","yes","no","no",8,"big"
"2365",0,"no","yes","no","no","no","no","no","no","no","no",29.104,705,"HTML","no","no","no",1,"small"
"2366",0,"no","yes","no","no","no","no","no","no","no","no",5.264,118,"HTML","no","no","no",1,"small"
"2367",0,"no","yes","no","no","no","no","no","no","no","no",28.801,703,"HTML","no","no","no",1,"small"
"2368",0,"no","yes","no","no","no","no","yes","no","no","no",27.113,669,"HTML","no","no","no",2,"small"
